text,vader,textblob,bertmulti,mistral
"La cousine de mon grand-pere,--ma grand'tante,--chez qui nous habitions, etait la mere de cette tante Leonie qui, depuis la mort de son mari, mon oncle Octave, n'avait plus voulu quitter, d'abord Combray, puis a Combray sa maison, puis sa chambre, puis son lit et ne descendait plus, toujours couchee dans un etat incertain de chagrin, de debilite physique, de maladie, d'idee fixe et de devotion.",0.0258,0.0,5,0.5
"Son appartement particulier donnait sur la rue Saint-Jacques qui aboutissait beaucoup plus loin au Grand-Pre (par opposition au Petit-Pre, verdoyant au milieu de la ville, entre trois rues), et qui, unie, grisatre, avec les trois hautes marches de gres presque devant chaque porte, semblait comme un defile pratique par un tailleur d'images gothiques a meme la pierre ou il eut sculpte une creche ou un calvaire.",0.0,0.0,3,0.9
"Ma tante n'habitait plus effectivement que deux chambres contigues, restant l'apres-midi dans l'une pendant qu'on aerait l'autre.",0.0,0.0,2,0.5
"C'etaient de ces chambres de province qui,--de meme qu'en certains pays des parties entieres de l'air ou de la mer sont illuminees ou parfumees par des myriades de protozoaires que nous ne voyons pas,--nous enchantent des mille odeurs qu'y degagent les vertus, la sagesse, les habitudes, toute une vie secrete, invisible, surabondante et morale que l'atmosphere y tient en suspens; odeurs naturelles encore, certes, et couleur du temps comme celles de la campagne voisine, mais deja casanieres, humaines et renfermees, gelee exquise industrieuse et limpide de tous les fruits de l'annee qui ont quitte le verger pour l'armoire; saisonnieres, mais mobilieres et domestiques, corrigeant le piquant de la gelee blanche par la douceur du pain chaud, oisives et ponctuelles comme une horloge de village, flaneuses et rangees, insoucieuses et prevoyantes, lingeres, matinales, devotes, heureuses d'une paix qui n'apporte qu'un surcroit d'anxiete et d'un prosaisme qui sert de grand reservoir de poesie a celui qui la traverse sans y avoir vecu.",0.6124,0.5,5,0.8
"L'air y etait sature de la fine fleur d'un silence si nourricier, si succulent que je ne m'y avancais qu'avec une sorte de gourmandise, surtout par ces premiers matins encore froids de la semaine de Paques ou je le goutais mieux parce que je venais seulement d'arriver a Combray: avant que j'entrasse souhaiter le bonjour a ma tante on me faisait attendre un instant, dans la premiere piece ou le soleil, d'hiver encore, etait venu se mettre au chaud devant le feu, deja allume entre les deux briques et qui badigeonnait toute la chambre d'une odeur de suie, en faisait comme un de ces grands devants de four de campagne, ou de ces manteaux de cheminee de chateaux, sous lesquels on souhaite que se declarent dehors la pluie, la neige, meme quelque catastrophe diluvienne pour ajouter au confort de la reclusion la poesie de l'hivernage; je faisais quelques pas du prie-Dieu aux fauteuils en velours frappe, toujours revetus d'un appui-tete au crochet; et le feu cuisant comme une pate les appetissantes odeurs dont l'air de la chambre etait tout grumeleux et qu'avait deja fait travailler et lever la fraicheur humide et ensoleillee du matin, il les feuilletait, les dorait, les godait, les boursouflait, en faisant un invisible et palpable gateau provincial, un immense chausson ou, a peine goutes les aromes plus croustillants, plus fins, plus reputes, mais plus secs aussi du placard, de la commode, du papier a ramages, je revenais toujours avec une convoitise inavouee m'engluer dans l'odeur mediane, poisseuse, fade, indigeste et fruitee de couvre-lit a fleurs.",-0.6249,0.1041666666666666,2,0.6
"Dans la chambre voisine, j'entendais ma tante qui causait toute seule a mi-voix.",0.0,0.0,3,0.5
"Elle ne parlait jamais qu'assez bas parce qu'elle croyait avoir dans la tete quelque chose de casse et de flottant qu'elle eut deplace en parlant trop fort, mais elle ne restait jamais longtemps, meme seule, sans dire quelque chose, parce qu'elle croyait que c'etait salutaire pour sa gorge et qu'en empechant le sang de s'y arreter, cela rendrait moins frequents les etouffements et les angoisses dont elle souffrait; puis, dans l'inertie absolu ou elle vivait, elle pretait a ses moindres sensations une importance extraordinaire; elle les douait d'une motilite qui lui rendait difficile de les garder pour elle, et a defaut de confident a qui les communiquer, elle se les annoncait a elle-meme, en un perpetuel monologue qui etait sa seule forme d'activite.",0.4019,0.5,2,0.65
"Malheureusement, ayant pris l'habitude de penser tout haut, elle ne faisait pas toujours attention a ce qu'il n'y eut personne dans la chambre voisine, et je l'entendais souvent se dire a elle-meme: Il faut que je me rappelle bien que je n'ai pas dormi (car ne jamais dormir etait sa grande pretention dont notre langage a tous gardait le respect et la trace: le matin Francoise ne venait pas l'eveiller, mais entrait chez elle; quand ma tante voulait faire un somme dans la journee, on disait qu'elle voulait reflechir ou reposer; et quand il lui arrivait de s'oublier en causant jusqu'a dire: Ce qui m'a reveillee ou j'ai reve que, elle rougissait et se reprenait au plus vite).",-0.5267,0.0,3,0.45
"Au bout d'un moment, j'entrais l'embrasser; Francoise faisait infuser son the; ou, si ma tante se sentait agitee, elle demandait a la place sa tisane et c'etait moi qui etais charge de faire tomber du sac de pharmacie dans une assiette la quantite de tilleul qu'il fallait mettre ensuite dans l'eau bouillante.",0.0,0.0,2,0.8
"Le dessechement des tiges les avait incurvees en un capricieux treillage dans les entrelacs duquel s'ouvraient les fleurs pales, comme si un peintre les eut arrangees, les eut fait poser de la facon la plus ornementale.",0.0,0.0,2,0.8
"Les feuilles, ayant perdu ou change leur aspect, avaient l'air des choses les plus disparates, d'une aile transparente de mouche, de l'envers blanc d'une etiquette, d'un petale de rose, mais qui eussent ete empilees, concassees ou tressees comme dans la confection d'un nid.",0.0,0.6,2,0.8
"Mille petits details inutiles,--charmante prodigalite du pharmacien,--qu'on eut supprimes dans une preparation factice, me donnaient, comme un livre ou on s'emerveille de rencontrer le nom d'une personne de connaissance, le plaisir de comprendre que c'etait bien des tiges de vrais tilleuls, comme ceux que je voyais avenue de la Gare, modifiees, justement parce que c'etaient non des doubles, mais elles-meme et qu'elles avaient vieilli.",0.0,0.0,1,0.8
"Et chaque caractere nouveau n'y etant que la metamorphose d'un caractere ancien, dans de petites boules grises je reconnaissais les boutons verts qui ne sont pas venus a terme; mais surtout l'eclat rose, lunaire et doux qui faisait se detacher les fleurs dans la foret fragile des tiges ou elles etaient suspendues comme de petites roses d'or,--signe, comme la lueur qui revele encore sur une muraille la place d'une fresque effacee, de la difference entre les parties de l'arbre qui avaient ete en couleur et celles qui ne l'avaient pas ete--me montrait que ces petales etaient bien ceux qui avant de fleurir le sac de pharmacie avaient embaume les soirs de printemps.",0.4019,0.3,2,0.8
"Cette flamme rose de cierge, c'etait leur couleur encore, mais a demi eteinte et assoupie dans cette vie diminuee qu'etait la leur maintenant et qui est comme le crepuscule des fleurs.",0.0,0.6,2,0.6
Bientot ma tante pouvait tremper dans l'infusion bouillante dont elle savourait le gout de feuille morte ou de fleur fanee une petite madeleine dont elle me tendait un morceau quand il etait suffisamment amolli.,0.0,0.0,2,0.8
"D'un cote de son lit etait une grande commode jaune en bois de citronnier et une table qui tenait a la fois de l'officine et du maitre-autel, ou, au-dessus d'une statuette de la Vierge et d'une bouteille de Vichy-Celestins, on trouvait des livres de messe et des ordonnances de medicaments, tous ce qu'il fallait pour suivre de son lit les offices et son regime, pour ne manquer l'heure ni de la pepsine, ni des vepres.",0.0,0.0,3,0.6
"De l'autre cote, son lit longeait la fenetre, elle avait la rue sous les yeux et y lisait du matin au soir, pour se desennuyer, a la facon des princes persans, la chronique quotidienne mais immemoriale de Combray, qu'elle commentait ensuite avec Francoise.",0.0,0.0,3,0.6
"Je n'etais pas avec ma tante depuis cinq minutes, qu'elle me renvoyait par peur que je la fatigue.",-0.25,0.0,2,-0.8
"Elle tendait a mes levres son triste front pale et fade sur lequel, a cette heure matinale, elle n'avait pas encore arrange ses faux cheveux, et ou les vertebres transparaissaient comme les pointes d'une couronne d'epines ou les grains d'un rosaire, et elle me disait: Allons, mon pauvre enfant, va-t'en, va te preparer pour la messe; et si en bas tu rencontres Francoise, dis-lui de ne pas s'amuser trop longtemps avec vous, qu'elle monte bientot voir si je n'ai besoin de rien.",0.0,-0.21,2,0.3
"Francoise, en effet, qui etait depuis des annees a son service et ne se doutait pas alors qu'elle entrerait un jour tout a fait au notre delaissait un peu ma tante pendant les mois ou nous etions la.",-0.128,0.0,3,0.4
"Il y avait eu dans mon enfance, avant que nous allions a Combray, quand ma tante Leonie passait encore l'hiver a Paris chez sa mere, un temps ou je connaissais si peu Francoise que, le 1er janvier, avant d'entrer chez ma grand'tante, ma mere me mettait dans la main une piece de cinq francs et me disait: Surtout ne te trompe pas de personne.",0.0,-0.0833333333333333,3,0.2
Attends pour donner que tu m'entendes dire: Bonjour Francoise; en meme temps je te toucherai legerement le bras.,-0.4588,0.0,3,0.5
"A peine arrivions-nous dans l'obscure antichambre de ma tante que nous apercevions dans l'ombre, sous les tuyaux d'un bonnet eblouissant, raide et fragile comme s'il avait ete de sucre file, les remous concentriques d'un sourire de reconnaissance anticipe.",0.0,0.0,5,0.95
"C'etait Francoise, immobile et debout dans l'encadrement de la petite porte du corridor comme une statue de sainte dans sa niche.",0.0,0.0,3,0.95
"Quand on etait un peu habitue a ces tenebres de chapelle, on distinguait sur son visage l'amour desinteresse de l'humanite, le respect attendri pour les hautes classes qu'exaltait dans les meilleures regions de son cur l'espoir des etrennes.",0.4767,0.0,4,0.95
Maman me pincait le bras avec violence et disait d'une voix forte: Bonjour Francoise.,-0.6249,0.0,1,-0.8
"A ce signal mes doigts s'ouvraient et je lachais la piece qui trouvait pour la recevoir une main confuse, mais tendue.",-0.2263,0.1666666666666666,2,0.5
"Mais depuis que nous allions a Combray je ne connaissais personne mieux que Francoise; nous etions ses preferes, elle avait pour nous, au moins pendant les premieres annees, avec autant de consideration que pour ma tante, un gout plus vif, parce que nous ajoutions, au prestige de faire partie de la famille (elle avait pour les liens invisibles que noue entre les membres d'une famille la circulation d'un meme sang, autant de respect qu'un tragique grec), le charme de n'etre pas ses maitres habituels.",0.4767,0.0,3,0.95
"Aussi, avec quelle joie elle nous recevait, nous plaignant de n'avoir pas encore plus beau temps, le jour de notre arrivee, la veille de Paques, ou souvent il faisait un vent glacial, quand maman lui demandait des nouvelles de sa fille et de ses neveux, si son petit-fils etait gentil, ce qu'on comptait faire de lui, s'il ressemblerait a sa grand'mere.",0.0,0.0,5,0.95
"Et quand il n'y avait plus de monde la, maman qui savait que Francoise pleurait encore ses parents morts depuis des annees, lui parlait d'eux avec douceur, lui demandait mille details sur ce qu'avait ete leur vie.",0.0,0.0,5,0.95
"Elle avait devine que Francoise n'aimait pas son gendre et qu'il lui gatait le plaisir qu'elle avait a etre avec sa fille, avec qui elle ne causait pas aussi librement quand il etait la.",0.0,0.0,3,0.6
"Aussi, quand Francoise allait les voir, a quelques lieues de Combray, maman lui disait en souriant: N'est-ce pas Francoise, si Julien a ete oblige de s'absenter et si vous avez Marguerite a vous toute seule pour toute la journee, vous serez desolee, mais vous vous ferez une raison?",0.0,0.0,2,0.8
"Et Francoise disait en riant: Madame sait tout; madame est pire que les rayons X (elle disait x avec une difficulte affectee et un sourire pour se railler elle-meme, ignorante, d'employer ce terme savant), qu'on a fait venir pour Mme Octave et qui voient ce que vous avez dans le cur, et disparaissait, confuse qu'on s'occupat d'elle, peut-etre pour qu'on ne la vit pas pleurer; maman etait la premiere personne qui lui donnat cette douce emotion de sentir que sa vie, ses bonheurs, ses chagrins de paysanne pouvaient presenter de l'interet, etre un motif de joie ou de tristesse pour une autre qu'elle-meme.",-0.34,0.0,1,0.75
"Ma tante se resignait a se priver un peu d'elle pendant notre sejour, sachant combien ma mere appreciait le service de cette bonne si intelligente et active, qui etait aussi belle des cinq heures du matin dans sa cuisine, sous son bonnet dont le tuyautage eclatant et fixe avait l'air d'etre en biscuit, que pour aller a la grand'messe; qui faisait tout bien, travaillant comme un cheval, qu'elle fut bien portante ou non, mais sans bruit, sans avoir l'air de rien faire, la seule des bonnes de ma tante qui, quand maman demandait de l'eau chaude ou du cafe noir, les apportait vraiment bouillants; elle etait un de ces serviteurs qui, dans une maison, sont a la fois ceux qui deplaisent le plus au premier abord a un etranger, peut-etre parce qu'ils ne prennent pas la peine de faire sa conquete et n'ont pas pour lui de prevenance, sachant tres bien qu'ils n'ont aucun besoin de lui, qu'on cesserait de le recevoir plutot que de les renvoyer; et qui sont en revanche ceux a qui tiennent le plus les maitres qui ont eprouve leur capacites reelles, et ne se soucient pas de cet agrement superficiel, de ce bavardage servile qui fait favorablement impression a un visiteur, mais qui recouvre souvent une ineducable nullite.",0.4767,-0.0444444444444444,4,0.85
"Quand Francoise, apres avoir veille a ce que mes parents eussent tout ce qu'il leur fallait, remontait une premiere fois chez ma tante pour lui donner sa pepsine et lui demander ce qu'elle prendrait pour dejeuner, il etait bien rare qu'il ne fallut pas donner deja son avis ou fournir des explications sur quelque evenement d'importance:",-0.128,0.3,3,0.65
"--Francoise, imaginez-vous que Mme Goupil est passee plus d'un quart d'heure en retard pour aller chercher sa sur; pour peu qu'elle s'attarde sur son chemin cela ne me surprendrait point qu'elle arrive apres l'elevation.",-0.5267,-0.9,2,0.6
"--He! il n'y aurait rien d'etonnant, repondait Francoise.",0.0,0.0,2,0.5
"--Francoise, vous seriez venue cinq minutes plus tot, vous auriez vu passer Mme Imbert qui tenait des asperges deux fois grosses comme celles de la mere Callot; tachez donc de savoir par sa bonne ou elle les a eues.",-0.2023,-0.5,3,0.7
"Vous qui, cette annee, nous mettez des asperges a toutes les sauces, vous auriez pu en prendre de pareilles pour nos voyageurs.",-0.2732,0.0,5,0.5
"--Il n'y aurait rien d'etonnant qu'elles viennent de chez M. le Cure, disait Francoise.",0.0,0.0,2,0.6
"--Ah! je vous crois bien, ma pauvre Francoise, repondait ma tante en haussant les epaules, chez M. le Cure!",0.0,0.0,2,0.6
Vous savez bien qu'il ne fait pousser que de petites mechantes asperges de rien.,0.0,0.0,2,0.2
Je vous dis que celles-la etaient grosses comme le bras.,-0.2023,0.0,2,0.2
"Pas comme le votre, bien sur, mais comme mon pauvre bras qui a encore tant maigri cette annee.",0.0,0.0,3,-0.8
"--Francoise, vous n'avez pas entendu ce carillon qui m'a casse la tete?",0.0,0.0,1,0.6
"--Non, madame Octave.",0.0,0.0,1,0.2
"--Ah! ma pauvre fille, il faut que vous l'ayez solide votre tete, vous pouvez remercier le Bon Dieu.",0.0,0.0,5,0.95
C'etait la Maguelone qui etait venue chercher le docteur Piperaud.,0.0,0.0,3,0.6
Il est ressorti tout de suite avec elle et ils ont tourne par la rue de l'Oiseau.,-0.128,0.0,5,0.5
Il faut qu'il y ait quelque enfant de malade.,0.0,0.0,3,0.4
"--Eh! la, mon Dieu, soupirait Francoise, qui ne pouvait pas entendre parler d'un malheur arrive a un inconnu, meme dans une partie du monde eloignee, sans commencer a gemir.",0.0,0.0,1,-0.95
"--Francoise, mais pour qui donc a-t-on sonne la cloche des morts?",0.0,0.0,3,0.5
"Ah! mon Dieu, ce sera pour Mme Rousseau.",0.0,0.0,5,0.8
Voila-t-il pas que j'avais oublie qu'elle a passe l'autre nuit.,0.0,0.0,2,0.5
"Ah! il est temps que le Bon Dieu me rappelle, je ne sais plus ce que j'ai fait de ma tete depuis la mort de mon pauvre Octave.",0.0,0.0,5,0.65
"Mais je vous fais perdre votre temps, ma fille.",0.0,0.0,3,-0.8
"--Mais non, madame Octave, mon temps n'est pas si cher; celui qui l'a fait ne nous l'a pas vendu.",0.0,0.0,2,0.5
Je vas seulement voir si mon feu ne s'eteint pas.,0.0,0.0,3,0.4
"Ainsi Francoise et ma tante appreciaient-elles ensemble au cours de cette seance matinale, les premiers evenements du jour.",0.0,0.0,4,0.8
"Mais quelquefois ces evenements revetaient un caractere si mysterieux et si grave que ma tante sentait qu'elle ne pourrait pas attendre le moment ou Francoise monterait, et quatre coups de sonnette formidables retentissaient dans la maison.",-0.3818,0.0,3,0.7
"--Mais, madame Octave, ce n'est pas encore l'heure de la pepsine, disait Francoise.",0.0,0.0,3,0.6
Est-ce que vous vous etes senti une faiblesse?,0.0,0.0,2,0.5
"--Mais non, Francoise, disait ma tante, c'est-a-dire si, vous savez bien que maintenant les moments ou je n'ai pas de faiblesse sont bien rares; un jour je passerai comme Mme Rousseau sans avoir eu le temps de me reconnaitre; mais ce n'est pas pour cela que je sonne.",0.0,0.0,3,0.35
Croyez-vous pas que je viens de voir comme je vous vois Mme Goupil avec une fillette que je ne connais point.,0.0,0.0,1,0.5
Allez donc chercher deux sous de sel chez Camus.,0.0,0.0,3,0.8
C'est bien rare si Theodore ne peut pas vous dire qui c'est.,-0.4588,0.3,3,0.75
"--Mais ca sera la fille a M. Pupin, disait Francoise qui preferait s'en tenir a une explication immediate, ayant ete deja deux fois depuis le matin chez Camus.",0.0,0.0,3,0.65
--La fille a M. Pupin!,0.0,0.0,5,0.8
"Oh! je vous crois bien, ma pauvre Francoise!",0.0,0.0,1,0.8
Avec cela que je ne l'aurais pas reconnue?,0.0,0.0,2,0.5
"--Mais je ne veux pas dire la grande, madame Octave, je veux dire la gamine, celle qui est en pension a Jouy.",-0.7184,0.0,3,0.6
Il me ressemble de l'avoir deja vue ce matin.,0.0,0.0,4,0.5
"--Ah! a moins de ca, disait ma tante.",0.0,0.0,2,0.5
Il faudrait qu'elle soit venue pour les fetes.,0.0,0.0,3,0.5
C'est cela!,0.0,0.0,5,0.5
"Il n'y a pas besoin de chercher, elle sera venue pour les fetes.",0.0,0.0,3,0.8
Mais alors nous pourrions bien voir tout a l'heure Mme Sazerat venir sonner chez sa sur pour le dejeuner.,-0.128,0.0,3,0.8
Ce sera ca!,0.0,0.0,5,0.8
J'ai vu le petit de chez Galopin qui passait avec une tarte!,0.0,0.0,5,0.9
Vous verrez que la tarte allait chez Mme Goupil.,0.0,0.0,1,0.0
"--Des l'instant que Mme Goupil a de la visite, madame Octave, vous n'allez pas tarder a voir tout son monde rentrer pour le dejeuner, car il commence a ne plus etre de bonne heure, disait Francoise qui, presse de redescendre s'occuper du dejeuner, n'etait pas fachee de laisser a ma tante cette distraction en perspective.",-0.4767,0.0,2,0.75
"--Oh! pas avant midi, repondait ma tante d'un ton resigne, tout en jetant sur la pendule un coup d'il inquiet, mais furtif pour ne pas laisser voir qu'elle, qui avait renonce a tout, trouvait pourtant, a apprendre que Mme Goupil avait a dejeuner, un plaisir aussi vif, et qui se ferait malheureusement attendre encore un peu plus d'une heure.",-0.3164,0.0,2,0.6
Et encore cela tombera pendant mon dejeuner! ajouta-t-elle a mi-voix pour elle-meme.,0.0,0.0,2,0.5
Son dejeuner lui etait une distraction suffisante pour qu'elle n'en souhaitat pas une autre en meme temps.,-0.3818,0.0,2,0.6
Vous n'oublierez pas au moins de me donner mes ufs a la creme dans une assiette plate?,0.0,0.0,1,0.8
"C'etaient les seules qui fussent ornees de sujets, et ma tante s'amusait a chaque repas a lire la legende de celle qu'on lui servait ce jour-la.",0.0,0.0,5,0.8
"Elle mettait ses lunettes, dechiffrait: Alibaba et quarante voleurs, Aladin ou la Lampe merveilleuse, et disait en souriant: Tres bien, tres bien.",0.0,0.0,5,1.0
--Je serais bien allee chez Camus... disait Francoise en voyant que ma tante ne l'y enverrait plus.,0.0,0.0,2,0.45
"--Mais non, ce n'est plus la peine, c'est surement Mlle Pupin.",0.0,0.0,2,0.5
"Ma pauvre Francoise, je regrette de vous avoir fait monter pour rien.",0.0,0.0,1,0.5
"Mais ma tante savait bien que ce n'etait pas pour rien qu'elle avait sonne Francoise, car, a Combray, une personne qu'on ne connaissait point etait un etre aussi peu croyable qu'un dieu de la mythologie, et de fait on ne se souvenait pas que, chaque fois que s'etait produite, dans la rue de Saint-Esprit ou sur la place, une de ces apparitions stupefiantes, des recherches bien conduites n'eussent pas fini par reduire le personnage fabuleux aux proportions d'une personne qu'on connaissait, soit personnellement, soit abstraitement, dans son etat civil, en tant qu'ayant tel degre de parente avec des gens de Combray.",0.0,0.0,2,0.8
"C'etait le fils de Mme Sauton qui rentrait du service, la niece de l'abbe Perdreau qui sortait de couvent, le frere du cure, percepteur a Chateaudun qui venait de prendre sa retraite ou qui etait venu passer les fetes.",0.0,0.0,4,0.0
On avait eu en les apercevant l'emotion de croire qu'il y avait a Combray des gens qu'on ne connaissait point simplement parce qu'on ne les avait pas reconnus ou identifies tout de suite.,-0.128,0.0,2,0.6
"Et pourtant, longtemps a l'avance, Mme Sauton et le cure avaient prevenu qu'ils attendaient leurs voyageurs.",0.0,0.0,2,0.8
"Quand le soir, je montais, en rentrant, raconter notre promenade a ma tante, si j'avais l'imprudence de lui dire que nous avions rencontre pres du Pont-Vieux, un homme que mon grand-pere ne connaissait pas: Un homme que grand-pere ne connaissait point, s'ecriait elle.",-0.4588,0.0,5,0.4
Ah! je te crois bien!,0.0,0.0,5,0.95
"Neanmoins un peu emue de cette nouvelle, elle voulait en avoir le cur net, mon grand-pere etait mande.",0.0,0.0,3,0.5
"Qui donc est-ce que vous avez rencontre pres du Pont-Vieux, mon oncle?",0.0,0.0,3,0.5
un homme que vous ne connaissiez point?,0.0,0.0,1,0.5
"--Mais si, repondait mon grand-pere, c'etait Prosper le frere du jardinier de Mme Bouillebuf.",0.0,0.0,3,0.5
"--Ah! bien, disait ma tante, tranquillisee et un peu rouge; haussant les epaules avec un sourire ironique, elle ajoutait: Aussi il me disait que vous aviez rencontre un homme que vous ne connaissiez point!",0.0,0.0,3,0.75
Et on me recommandait d'etre plus circonspect une autre fois et de ne plus agiter ainsi ma tante par des paroles irreflechies.,0.0,0.0,5,0.5
"On connaissait tellement bien tout le monde, a Combray, betes et gens, que si ma tante avait vu par hasard passer un chien qu'elle ne connaissait point, elle ne cessait d'y penser et de consacrer a ce fait incomprehensible ses talents d'induction et ses heures de liberte.",0.3612,0.0,5,0.6
"--Ce sera le chien de Mme Sazerat, disait Francoise, sans grande conviction, mais dans un but d'apaisement et pour que ma tante ne se fende pas la tete.",0.0,0.0,3,0.2
--Comme si je ne connaissais pas le chien de Mme Sazerat! repondait ma tante dont l'esprit critique n'admettait pas si facilement un fait.,0.0,0.0,2,0.5
--Ah! ce sera le nouveau chien que M. Galopin a rapporte de Lisieux.,0.0,0.0,5,0.8
--Ah! a moins de ca.,0.0,0.0,2,0.5
"--Il parait que c'est une bete bien affable, ajoutait Francoise qui tenait le renseignement de Theodore, spirituelle comme une personne, toujours de bonne humeur, toujours aimable, toujours quelque chose de gracieux.",0.0,0.8,5,1.0
C'est rare qu'une bete qui n'a que cet age-la soit deja si galante.,0.0,0.3,3,0.8
"Madame Octave, il va falloir que je vous quitte, je n'ai pas le temps de m'amuser, voila bientot dix heures, mon fourneau n'est seulement pas eclaire, et j'ai encore a plumer mes asperges.",0.0,0.0,2,0.45
"--Comment, Francoise, encore des asperges! mais c'est une vraie maladie d'asperges que vous avez cette annee, vous allez en fatiguer nos Parisiens!",0.0,0.0,1,0.5
"--Mais non, madame Octave, ils aiment bien ca.",0.0,0.0,3,0.8
Ils rentreront de l'eglise avec de l'appetit et vous verrez qu'ils ne les mangeront pas avec le dos de la cuiller.,0.0,0.0,1,0.3
"--Mais a l'eglise, ils doivent y etre deja; vous ferez bien de ne pas perdre de temps.",0.0,0.0,3,0.85
Allez surveiller votre dejeuner.,0.0,0.0,5,0.5
"Pendant que ma tante devisait ainsi avec Francoise, j'accompagnais mes parents a la messe.",0.0,0.0,5,0.5
"Que je l'aimais, que je la revois bien, notre Eglise!",0.0,0.0,5,0.95
"Son vieux porche par lequel nous entrions, noir, grele comme une ecumoire, etait devie et profondement creuse aux angles (de meme que le benitier ou il nous conduisait) comme si le doux effleurement des mantes des paysannes entrant a l'eglise et de leurs doigts timides prenant de l'eau benite, pouvait, repete pendant des siecles, acquerir une force destructive, inflechir la pierre et l'entailler de sillons comme en trace la roue des carrioles dans la borne contre laquelle elle bute tous les jours.",-0.6124,-0.6,2,0.3
"Ses pierres tombales, sous lesquelles la noble poussiere des abbes de Combray, enterres la, faisait au chur comme un pavage spirituel, n'etaient plus elles-memes de la matiere inerte et dure, car le temps les avait rendues douces et fait couler comme du miel hors des limites de leur propre equarrissure qu'ici elles avaient depassees d'un flot blond, entrainant a la derive une majuscule gothique en fleurs, noyant les violettes blanches du marbre; et en deca desquelles, ailleurs, elles s'etaient resorbees, contractant encore l'elliptique inscription latine, introduisant un caprice de plus dans la disposition de ces caracteres abreges, rapprochant deux lettres d'un mot dont les autres avaient ete demesurement distendues.",0.4588,0.6,2,0.8
"Ses vitraux ne chatoyaient jamais tant que les jours ou le soleil se montrait peu, de sorte que fit-il gris dehors, on etait sur qu'il ferait beau dans l'eglise; l'un etait rempli dans toute sa grandeur par un seul personnage pareil a un Roi de jeu de cartes, qui vivait la-haut, sous un dais architectural, entre ciel et terre; (et dans le reflet oblique et bleu duquel, parfois les jours de semaine, a midi, quand il n'y a pas d'office,--a l'un de ces rares moments ou l'eglise aeree, vacante, plus humaine, luxueuse, avec du soleil sur son riche mobilier, avait l'air presque habitable comme le hall de pierre sculptee et de verre peint, d'un hotel de style moyen age,--on voyait s'agenouiller un instant Mme Sazerat, posant sur le prie-Dieu voisin un paquet tout ficele de petits fours qu'elle venait de prendre chez le patissier d'en face et qu'elle allait rapporter pour le dejeuner); dans un autre une montagne de neige rose, au pied de laquelle se livrait un combat, semblait avoir givre a meme la verriere qu'elle boursouflait de son trouble gresil comme une vitre a laquelle il serait reste des flocons, mais des flocons eclaires par quelque aurore (par la meme sans doute qui empourprait le retable de l'autel de tons si frais qu'ils semblaient plutot poses la momentanement par une lueur du dehors prete a s'evanouir que par des couleurs attachees a jamais a la pierre); et tous etaient si anciens qu'on voyait ca et la leur vieillesse argentee etinceler de la poussiere des siecles et monter brillante et usee jusqu'a la corde la trame de leur douce tapisserie de verre.",-0.296,0.1333333333333333,4,0.8
"Il y en avait un qui etait un haut compartiment divise en une centaine de petits vitraux rectangulaires ou dominait le bleu, comme un grand jeu de cartes pareil a ceux qui devaient distraire le roi Charles VI; mais soit qu'un rayon eut brille, soit que mon regard en bougeant eut promene a travers la verriere tour a tour eteinte et rallumee, un mouvant et precieux incendie, l'instant d'apres elle avait pris l'eclat changeant d'une traine de paon, puis elle tremblait et ondulait en une pluie flamboyante et fantastique qui degouttait du haut de la voute sombre et rocheuse, le long des parois humides, comme si c'etait dans la nef de quelque grotte irisee de sinueux stalactites que je suivais mes parents, qui portaient leur paroissien; un instant apres les petits vitraux en losange avaient pris la transparence profonde, l'infrangible durete de saphirs qui eussent ete juxtaposes sur quelque immense pectoral, mais derriere lesquels on sentait, plus aime que toutes ces richesses, un sourire momentane de soleil; il etait aussi reconnaissable dans le flot bleu et doux dont il baignait les pierreries que sur le pave de la place ou la paille du marche; et, meme a nos premiers dimanches quand nous etions arrives avant Paques, il me consolait que la terre fut encore nue et noire, en faisant epanouir, comme en un printemps historique et qui datait des successeurs de saint Louis, ce tapis eblouissant et dore de myosotis en verre.",0.4588,0.09,2,0.8
"Deux tapisseries de haute lice representaient le couronnement d'Esther (le tradition voulait qu'on eut donne a Assuerus les traits d'un roi de France et a Esther ceux d'une dame de Guermantes dont il etait amoureux) auxquelles leurs couleurs, en fondant, avaient ajoute une expression, un relief, un eclairage: un peu de rose flottait aux levres d'Esther au dela du dessin de leur contour, le jaune de sa robe s'etalait si onctueusement, si grassement, qu'elle en prenait une sorte de consistance et s'enlevait vivement sur l'atmosphere refoulee; et la verdure des arbres restee vive dans les parties basses du panneau de soie et de laine, mais ayant passe dans le haut, faisait se detacher en plus pale, au-dessus des troncs fonces, les hautes branches jaunissantes, dorees et comme a demi effacees par la brusque et oblique illumination d'un soleil invisible.",0.7003,0.195,4,0.8
